p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
108	1.02531253576601e-102	1.14452622129707	0.985	0.616	1.30755829213938e-100	0	TSPO
109	1.67965684841033e-102	0.903900426698251	0.722	0.087	2.12237741038123e-100	0	LRRK2
110	1.74502027893291e-102	1.07228413134353	0.901	0.23	2.18492402743118e-100	0	FCGRT
111	8.08539913328599e-102	1.10701166434614	1	0.9	1.00324506543016e-99	0	VIM
112	1.19807025588386e-101	0.810740353043609	1	0.96	1.47330550306147e-99	0	OAZ1
113	2.10593375731965e-101	0.896490777177616	0.853	0.138	2.56681642827996e-99	0	HCK
114	2.2213134789081e-101	1.3221018199848	0.985	0.661	2.68369741622818e-99	0	ZFP36
115	2.48434284948533e-101	0.948880251381763	0.799	0.12	2.97537861443144e-99	0	IGSF6
116	3.0548927655308e-101	-1.17720749281322	0.993	0.996	3.6271584534186e-99	0	RPS18
117	6.92436221053413e-101	0.978246218557388	0.897	0.24	8.15121715604158e-99	0	FBXL5
118	3.07281364840408e-100	-0.894977285530367	0.996	1	3.5865985067347e-98	0	RPS27A
119	7.15170825686925e-100	0.784115474127093	0.634	0.05	8.27735107746724e-98	0	GASK1B
120	2.07421740273306e-99	-0.922901584507847	0.996	0.996	2.38068302398687e-97	0	RPL19
121	2.9719578436908e-99	0.891466974439952	0.817	0.137	3.38287399844243e-97	0	RXRA
122	3.46935036458523e-99	1.08505704374623	0.956	0.45	3.91666906323216e-97	0	SDCBP
123	3.60863802501459e-98	0.798685912989821	0.799	0.13	4.04079443240048e-96	0	GNS
124	5.63371123373829e-98	0.780491307380497	0.722	0.093	6.25750845340947e-96	0	PRAM1
125	2.93952354538703e-97	1.04889368193619	0.949	0.267	3.23888462324925e-95	0	FGR
126	3.08091828152158e-97	1.02454478686881	0.993	0.606	3.36773710249181e-95	0	RAC1
127	1.19390024297821e-96	0.915069385969523	0.773	0.123	1.29477071232589e-94	0	ITGAM
128	5.41563643570154e-96	0.994836718771444	0.875	0.215	5.82730942413416e-94	0	PTPRE
129	8.00063891437085e-96	-0.792331090498114	1	0.994	8.54207750136665e-94	0	RPS15
130	1.7065253256161e-95	0.75480714937593	0.678	0.08	1.80799794690081e-93	0	PLXDC2
131	2.19482934451117e-95	0.732925691265749	0.626	0.056	2.30758660778262e-93	0	PYGL
132	5.9190421916575e-95	0.752058500304797	0.769	0.121	6.1759824322499e-93	0	STX11
133	6.22387750136771e-95	1.11356095684749	1	0.751	6.44522291927349e-93	0	S100A4
134	1.11744324165582e-94	-0.727828228932199	0.993	0.995	1.14854819159146e-92	0	RPL7A
135	1.78733710776635e-94	1.10656482925962	1	0.653	1.82348103594562e-92	0	COTL1
136	2.14433215271507e-94	1.03169371377132	0.96	0.39	2.17160931906946e-92	0	ASAH1
137	2.43931745774298e-94	-0.807050207497839	1	0.994	2.45231528069299e-92	0	RPS2
138	3.68035648563377e-94	1.06418735135447	0.938	0.321	3.67315578816187e-92	0	STXBP2
139	5.12606299613745e-94	1.11311631679243	0.96	0.362	5.07922774430224e-92	0	CEBPB
140	6.59009025362668e-94	1.07222079880134	0.956	0.285	6.48323664737145e-92	0	ZEB2
141	1.05152724919448e-93	-0.901514826943145	0.967	0.99	1.02714076618125e-91	0	RPL10A
142	1.93007269973347e-93	-1.40897209009773	0.242	0.889	1.87203459812881e-91	0	EVL
143	2.94837242186223e-93	0.641476316316158	0.538	0.025	2.83971562002158e-91	0	QPCT
144	5.67835728397628e-93	0.759771359656294	0.531	0.021	5.39365619808313e-91	0	ALDH1A1
145	7.66916088477188e-93	0.746275433454111	0.67	0.077	7.23475019629885e-91	0	TLR2
146	8.76755712874937e-93	-0.862075353505201	0.993	0.998	8.21466424042619e-91	0	RPL37
147	4.77947994791659e-92	0.848448055862253	0.857	0.22	4.4478227920713e-90	0	RTN3
148	5.08140815959299e-92	0.990569190317057	0.919	0.283	4.69706272362915e-90	0	JAML
149	1.15445920789102e-91	1.29257215889285	0.901	0.265	1.06002444468553e-89	0	RHOB
150	1.81158292785702e-91	-0.799769762273456	0.956	0.991	1.65237958048839e-89	0	RPL35
151	2.67909969481411e-91	0.99081493971198	0.927	0.32	2.42758158530755e-89	0	PPT1
152	3.10678195473462e-91	-0.74742438968603	1	0.996	2.79671293219346e-89	0	MALAT1
153	3.33698904144434e-91	0.986353253750129	0.967	0.461	2.98443831609175e-89	0	VSIR
154	3.67146534788673e-91	0.838212127583208	0.769	0.136	3.26239304751251e-89	0	OGFRL1
155	4.62320016269309e-91	0.856059159780662	0.791	0.141	4.08175229748538e-89	0	CPPED1
156	4.79787022000014e-91	-0.806795721261879	0.978	0.998	4.20898512994025e-89	0	RPL37A
157	3.32791675117803e-90	0.621660980072333	0.568	0.036	2.90097451987184e-88	0	STAB1
158	1.02968430211661e-89	-0.860819529399559	1	0.995	8.91939741701392e-88	0	RPL13
159	1.0645262267977e-89	0.830828917584497	0.703	0.087	9.16357482605296e-88	0	CD300E
160	1.2040644334578e-89	-0.950540014014713	0.978	0.996	1.03003599018722e-87	0	RPS25
161	2.0985390208757e-89	-0.740645176171438	1	0.999	1.78414678608154e-87	0	RPS15A
162	2.52940932362921e-89	0.682606040024561	0.601	0.055	2.13727328922363e-87	0	PTAFR
163	4.71766070206107e-89	-0.892847400289941	0.985	0.993	3.9619720030175e-87	0	RPS16
164	8.00583216759385e-89	-0.744843594353887	0.993	0.998	6.68268645116789e-87	0	RPLP2
165	8.20069897818892e-89	0.883068417157392	0.839	0.222	6.80411006184313e-87	0	IL17RA
166	8.62505864655583e-89	-0.730091631591677	0.996	0.995	7.11334926580919e-87	0	RPL14
167	1.65898799454007e-88	-0.882660492139477	0.993	0.994	1.36007390766669e-86	0	RPL36
168	2.29473377834878e-88	0.731534008549899	0.758	0.118	1.87014013782235e-86	0	LRRC25
169	2.56650986500302e-88	1.07722608407754	0.667	0.091	2.07932590415804e-86	0	SGK1
170	1.19166017250537e-87	-0.87923081542321	0.985	0.994	9.59809096837218e-86	0	RPS6
171	3.9325419752517e-87	0.934958838277684	0.839	0.196	3.14900585029893e-85	0	GLUL
172	4.71344880128358e-87	0.805478978031957	0.824	0.194	3.75250464393519e-85	0	RASSF2
173	8.89115978556232e-87	0.703643276237987	0.667	0.088	7.03781285784769e-85	0	LRP1
174	9.92216224357794e-87	0.698994949295326	0.681	0.088	7.80902517604565e-85	0	CD1D
175	1.12243620926358e-86	0.775736860245631	0.758	0.133	8.78370108533365e-85	0	DPYSL2
176	1.34001181412389e-86	0.713133448100778	0.59	0.057	1.04271088790555e-84	0	ANPEP
177	1.48711953777488e-86	-0.759029273783553	0.996	0.994	1.15067962886368e-84	0	RPL18
178	1.93269576010706e-86	0.858084477447334	0.637	0.075	1.4870960169807e-84	0	TMEM176B
179	3.49279446100523e-86	0.748974444363774	0.681	0.102	2.67256989507917e-84	0	LILRB3
180	4.49436303292689e-86	-0.770125653801017	0.996	0.994	3.41993712997249e-84	0	RPL5
181	4.57511820511188e-86	-0.948053911802397	0.996	0.998	3.46225840873659e-84	0	RPS12
182	4.83842796626101e-86	1.05878612058503	0.919	0.394	3.64151193329579e-84	0	LTA4H
183	5.10974426602883e-86	0.663018374335036	0.733	0.105	3.82481020521821e-84	0	LILRB2
184	7.27998762715922e-86	0.896620637376562	0.883	0.205	5.41985241020886e-84	0	SPI1
185	1.49055585590767e-85	0.668436150904288	0.637	0.077	1.10373257007615e-83	0	HNMT
186	1.57074077483231e-85	-0.768978855957425	0.996	0.998	1.15688837923879e-83	0	RPS14
187	3.87185816962271e-85	-2.17771210262899	0.154	0.814	2.83654800905391e-83	0	LTB
188	4.64138155042197e-85	0.613321334388458	0.597	0.06	3.38231471396623e-83	0	RAB3D
189	1.16504948905326e-84	-0.816706419610709	0.996	0.998	8.44538242775295e-83	0	RPL18A
190	3.09398420471452e-84	-0.823164741132636	0.978	0.99	2.23107039013262e-82	0	RPL13A
191	3.30779817128054e-84	0.71901092532974	0.637	0.082	2.37282834442952e-82	0	RBM47
192	3.87101224581599e-84	0.75899027271573	0.725	0.107	2.76245863531729e-82	0	MS4A7
193	6.60178293711179e-84	-0.711523126386825	0.993	0.994	4.68692558725983e-82	0	RPS4X
194	9.11799246344097e-84	0.793933407460739	0.857	0.2	6.44010821533192e-82	0	PECAM1
195	1.88732769221073e-83	0.621047904500671	0.564	0.054	1.32623287269482e-81	0	TFEC
196	3.24738674885041e-83	1.00489042678339	0.839	0.253	2.25996229394469e-81	0	RAB11FIP1
197	3.24891116097472e-83	-0.706080544851433	1	0.995	2.25996229394469e-81	0	RPS23
198	5.61219121224856e-83	0.587301667255349	0.579	0.057	3.8842567621256e-81	0	NFAM1
199	9.70773650872975e-83	0.660043543784034	0.663	0.09	6.68523274673674e-81	0	RASSF4
200	2.72587988205486e-82	0.677982032550965	0.608	0.071	1.86783799082297e-80	0	LILRA5
201	2.78050545670157e-82	0.871952593907137	1	0.923	1.89583671560152e-80	0	GAPDH
202	2.85781998017508e-82	0.952142817376653	0.985	0.621	1.93895342792864e-80	0	EVI2B
203	3.79170010710545e-82	0.913202680185504	0.989	0.724	2.5599551752531e-80	0	LCP1
204	7.16408444270882e-82	0.930967568514037	0.663	0.09	4.81321634289896e-80	0	MAFB
205	1.94614237577661e-81	-0.65812359838675	0.996	0.995	1.3011756767753e-79	0	RPL29
206	2.00390269916477e-81	0.675270686388174	0.586	0.067	1.33332134664717e-79	0	TLR4
207	2.82747278640456e-81	0.981955018359786	0.875	0.284	1.87224916765144e-79	0	CDC42EP3
208	5.12107648990622e-81	0.639073484044971	0.579	0.062	3.37476490408987e-79	0	SIRPB1
209	5.2715887612432e-81	0.760816019389738	0.799	0.168	3.45740914326679e-79	0	ALOX5
210	6.01358705621083e-81	-0.707507843438103	0.996	0.998	3.92536182583847e-79	0	RPL21
211	1.50045095540437e-80	0.629516763686695	0.451	0.014	9.74797689093602e-79	0	MCEMP1
212	1.71647275601693e-80	0.62748604113425	0.685	0.092	1.10990512998221e-78	0	PILRA
213	4.63925836176536e-80	0.678129302463472	0.634	0.09	2.97976011495698e-78	0	MSRB1
214	4.65148061218145e-80	0.859152373308616	0.949	0.396	2.97976011495698e-78	0	NPC2
215	4.96523180854465e-80	0.997745036433851	0.963	0.54	3.16602489347618e-78	0	GSTP1
216	1.6100118082234e-79	0.674374035041938	0.663	0.106	1.02187523662031e-77	0	CREG1
217	2.7240766905437e-79	0.591145102101674	0.56	0.056	1.72104166325038e-77	0	KCNE3
218	3.31961405385641e-79	0.544553184978273	0.436	0.01	2.08771892071983e-77	0	CRISPLD2
219	4.58109827986784e-79	0.543425834352354	0.443	0.012	2.86797575493726e-77	0	S1PR3
220	7.48891382983425e-79	-0.608748170910148	1	0.998	4.66718598091888e-77	0	EEF1A1
221	5.15957543823079e-78	0.679257218460044	0.597	0.076	3.20102849147535e-76	0	CKAP4
222	5.83688601180298e-78	-0.685742217720984	0.996	0.995	3.60499690764854e-76	0	RPS28
223	1.81504941370678e-77	0.782795747209326	0.769	0.191	1.11601230245462e-75	0	CRTAP
224	2.58476723018601e-77	0.732911864836918	0.634	0.092	1.58222218050453e-75	0	BCL6
225	3.26631005060877e-77	-0.79217101656575	1	0.995	1.99057027995728e-75	0	RPL32
226	3.47063066790697e-77	0.859083048415973	0.93	0.35	2.10577075722831e-75	0	ANXA5
227	4.03019521376487e-77	0.996683558665534	0.901	0.331	2.43455608242033e-75	0	ATP2B1-AS1
228	4.3263673525415e-77	-1.43154922834733	0.062	0.741	2.60205491469669e-75	0	PCED1B-AS1
229	5.36283999171551e-77	-0.68427848657908	0.996	0.994	3.21140848721294e-75	0	RPL12
230	1.06408647898631e-76	0.777803152911971	0.832	0.243	6.34444288964437e-75	0	AGTRAP
231	1.23928358535092e-76	0.841530143856385	0.89	0.279	7.35717794010266e-75	0	TNFRSF1B
232	1.28177831900856e-76	0.824103360827699	0.963	0.574	7.57679518785615e-75	0	FKBP1A
233	1.45089578068348e-76	1.12544973021641	0.978	0.588	8.53982375527931e-75	0	ANXA1
234	1.50900740586441e-76	0.678547167566395	0.784	0.174	8.84406765998744e-75	0	SLC16A3
235	2.19135670694873e-76	0.3780175281303	0.645	0.097	1.27887948833919e-74	0	RGS18
236	2.40366127847314e-76	-0.637550357090443	1	0.996	1.39686188980635e-74	0	RPL11
237	3.36511195870479e-76	0.688635336774564	0.714	0.131	1.94738180702694e-74	0	TBXAS1
238	5.23009783118187e-76	0.825345097859784	0.835	0.259	3.01398064555933e-74	0	SCPEP1
239	7.09828421739784e-76	0.880808547164152	0.817	0.253	4.07352785525918e-74	0	ADA2
240	8.62935891074745e-76	0.821618623331291	0.864	0.263	4.9316249077894e-74	0	CTSH
241	9.38596506160932e-76	0.855620316811495	0.956	0.458	5.34185523940269e-74	0	ATP6V0B
242	5.52597216306722e-75	-1.10571479881833	0.63	0.925	3.13206644452365e-73	0	TLE5
243	6.85959954282089e-75	0.785062716079554	0.908	0.27	3.87201903701935e-73	0	LYN
244	9.83419768483756e-75	0.652969427862496	0.586	0.073	5.52842468217419e-73	0	IL13RA1
245	1.02964058405827e-74	0.89074886668988	0.923	0.447	5.76473161147745e-73	0	METTL9
246	1.72323686947347e-74	0.587055243696085	0.484	0.034	9.60896413087374e-73	0	NFE2
247	1.97856230247643e-74	0.636932868903441	0.612	0.088	1.09882010451645e-72	0	LILRA2
248	2.3527091691166e-74	0.642631379616267	0.619	0.093	1.30135997535112e-72	0	NAIP
249	2.44070527241379e-74	0.704497646171144	0.714	0.133	1.3446333486782e-72	0	AOAH
250	2.45987250020444e-74	-0.719741878647956	1	0.995	1.3497937826819e-72	0	RPS8
251	5.01632339237768e-74	0.575186459984697	0.52	0.05	2.74165960647689e-72	0	SLC24A4
252	9.19802473504818e-74	0.961442312461658	0.993	0.736	5.00728832710745e-72	0	SAT1
253	1.11516580249818e-73	0.670918009044847	0.637	0.103	6.0469207077982e-72	0	C19orf38
254	2.8836393093687e-73	0.535953249925249	0.996	0.999	1.55750447874256e-71	0	MT-RNR1
255	4.59352297909541e-73	0.734926762208725	0.908	0.342	2.47135124965161e-71	0	NCOA4
256	4.66832003881894e-73	0.61880213659286	0.608	0.088	2.50181991807989e-71	0	FES
257	5.05830646780803e-73	0.565147016054609	0.568	0.071	2.70031220857054e-71	0	CD300LF
258	6.48736643488031e-73	0.619597648540761	0.634	0.105	3.44982617403886e-71	0	EMILIN2
259	8.00430151783375e-73	0.586292336335556	0.579	0.075	4.24012480019708e-71	0	CSF2RA
260	8.44488187257451e-73	0.912548394944208	0.93	0.522	4.45637387091834e-71	0	SERPINB1
261	2.2018230049542e-72	0.880535246314613	0.897	0.376	1.15746978042879e-70	0	GLIPR1
262	3.56783325188591e-72	0.483712208935386	0.418	0.015	1.86843221970436e-70	0	NLRP12
263	4.32254195552211e-72	-0.6407414991839	1	0.996	2.25508978611386e-70	0	RPS3A
264	4.78477689385532e-72	0.81601799923092	0.982	0.762	2.48682008147431e-70	0	CD44
265	6.37281238931592e-72	0.843038417012893	0.934	0.487	3.29972725706948e-70	0	MACROH2A1
266	7.93596452898687e-72	0.720855104289639	0.733	0.156	4.09370934298638e-70	0	CCDC88A
267	9.69738811925331e-72	0.579650124754767	0.509	0.049	4.98366143904761e-70	0	TLR8
268	1.11574886332885e-71	-0.756951388215205	0.952	0.983	5.71271713554956e-70	0	RPS10
269	5.06440680636288e-71	0.555605160065883	0.502	0.046	2.58341018311244e-69	0	CCR1
270	5.42183548028751e-71	0.627156694157887	0.593	0.082	2.75553284391144e-69	0	P2RY13
271	9.78007871125058e-71	0.633807696646535	0.608	0.092	4.95224353272258e-69	0	CEBPA
272	1.73704606563688e-70	0.795027186823603	0.927	0.326	8.76349284322958e-69	0	CTSZ
273	1.87124915652164e-70	0.54869786192193	1	0.98	9.40610023093889e-69	0	H3-3A
274	4.42042558591813e-70	0.509760669129281	0.407	0.015	2.21390987617638e-68	0	CYP27A1
275	6.15832204657476e-70	0.687619816721449	0.645	0.123	3.07313657780704e-68	0	FOSL2
276	6.60000353391778e-70	0.384632819673024	0.597	0.086	3.28165518673825e-68	0	MPP1
277	1.33981289829468e-69	0.924434668228895	0.842	0.299	6.63785721158728e-68	0	MYADM
278	3.00255434052139e-69	0.988802296826671	0.982	0.826	1.48222870724018e-67	0	KLF6
279	3.17121439831471e-69	0.753183847515716	0.648	0.122	1.55989771099959e-67	0	KLF10
280	3.61978200215965e-69	-0.555055806427245	0.993	0.995	1.77420845251761e-67	0	RPL8
281	6.06610865816306e-69	0.785187613842971	0.912	0.324	2.96271328187517e-67	0	LYST
282	6.65696704663343e-69	0.505078566750356	0.491	0.047	3.23980237220079e-67	0	ALDH3B1
283	1.01796045322691e-68	-0.463031902593963	1	0.998	4.93674976137122e-67	0	RPL28
284	1.53932639546609e-68	0.495119769591655	0.447	0.031	7.43899734903667e-67	0	KIF13A
285	2.97148308091834e-68	-0.723557136362921	0.956	0.993	1.43098728928281e-66	0	RPL38
286	3.87747498404586e-68	-0.836013641288249	0.941	0.984	1.86078268136807e-66	0	EEF1B2
287	4.06526770218192e-68	0.641683565108823	0.652	0.13	1.94412958549138e-66	0	SMCO4
288	4.46427942327036e-68	-1.57995140647884	0.015	0.666	2.12756126286168e-66	0	TRBC2
289	4.93700367892201e-68	-0.534601155386173	0.985	0.999	2.34473626447561e-66	0	RPL15
290	1.71069395119498e-67	0.743725692537471	0.784	0.214	8.09669683498573e-66	0	IFNGR2
291	8.69670208236967e-67	0.606756392335801	0.509	0.055	4.10204375960539e-65	0	ACSL1
292	1.123275084987e-66	1.20370149600626	0.44	0.031	5.28015964011127e-65	0	CXCL8
