p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
25	1.21962612166683e-22	0.440679887673424	0.569	0.14	3.44938425182782e-20	0	GATA3-AS1
26	3.0972672558718e-22	0.301622911866205	0.9	0.553	8.43022540499645e-20	0	ZNF683
27	4.71985594939817e-22	0.512837838419897	0.938	0.596	1.24864450803378e-19	0	RUNX3
28	7.09588704788666e-22	0.272958181274509	0.754	0.269	1.793422095219e-19	0	TIGIT
29	9.38305413005369e-22	0.30461008984196	0.669	0.24	2.32987818648623e-19	0	CD3D
30	9.38305413005369e-22	0.279440153170144	0.669	0.24	2.32987818648623e-19	0	CD3G
31	1.17034049170623e-21	0.311312843985441	0.638	0.207	2.88076767815028e-19	0	TGFBR3
32	1.54981143589568e-21	0.347455169523328	0.938	0.493	3.78194071688785e-19	0	FLJ31356
33	1.97930759067856e-21	0.3746263294573	0.715	0.249	4.59248032535557e-19	0	YES1
34	5.6315038376013e-21	0.379108422667327	0.8	0.362	1.23574402427116e-18	0	PHLDA1
35	8.43331887816202e-21	0.406151330155947	0.808	0.373	1.82230501896284e-18	0	PRR5
36	9.4109794295553e-21	0.295010066048524	0.538	0.133	2.00298191513099e-18	0	SYTL2
37	2.58868780695387e-20	0.265795109578731	0.862	0.484	5.16042153179177e-18	0	IL17C
38	9.84119062743872e-20	0.334170382209267	0.3	0.036	1.85716388727272e-17	0	LINC00944
39	1.33790700873877e-19	0.31990885273614	0.615	0.24	2.49158774318212e-17	0	MZB1
40	1.45827695345144e-19	0.332933282688462	0.523	0.138	2.64611831547114e-17	0	LINC02325
41	4.18409967118494e-19	0.289276709957558	0.715	0.333	6.84620285504232e-17	0	MKLN1
42	6.54262282537401e-19	-0.910923312301534	0.015	0.444	1.05228422907876e-16	0	LINC00877
43	7.10415344034899e-19	0.331659324007453	0.485	0.116	1.09889219363912e-16	0	ADAM22
44	2.02635494251433e-18	0.403684724034758	0.885	0.442	2.9287816148876e-16	0	WDR86-AS1
45	2.1378888334011e-18	0.33757654819547	0.777	0.327	3.07194006127334e-16	0	SBK1
46	2.36929183621968e-18	0.424464061594623	0.923	0.496	3.37022834210404e-16	0	CD69
47	3.03603951277121e-18	0.358861526077476	0.531	0.158	4.23355519645392e-16	0	EOMES
48	3.23939891903415e-18	0.33595121905531	0.7	0.289	4.45134297092716e-16	0	MMP23A
49	3.37823581599856e-18	0.344986689517953	0.7	0.289	4.61969667842856e-16	0	MMP23B
50	4.37375263900697e-18	0.303202724302328	0.885	0.333	5.83999131850804e-16	0	CCDC167
51	4.83522006129261e-18	0.35176680636406	0.923	0.58	6.36607322209348e-16	0	S1PR5
52	6.68272657404348e-18	0.281362025363936	0.6	0.227	8.71741664200225e-16	0	LINC00384
53	1.23480719097772e-17	0.268993236171621	0.938	0.524	1.56043246227706e-15	0	C9orf139
54	1.59316809631152e-17	0.337262569829899	0.515	0.138	1.95228611698226e-15	0	FAM83G
55	2.7833506600715e-17	0.274213775868634	0.623	0.22	3.25571517085305e-15	0	IGSF9B
56	3.21630003231612e-17	0.344623580902097	0.485	0.138	3.6711211699505e-15	0	DLG3
57	3.21630003231612e-17	0.332150472907628	0.485	0.138	3.6711211699505e-15	0	DLG3-AS1
58	3.43740868849321e-17	0.34172955556448	0.7	0.309	3.90774007008744e-15	0	KLHDC4
59	4.11352900353687e-17	0.274850711624008	0.685	0.36	4.6391101794071e-15	0	MIR6504
60	4.15117840513378e-17	0.326486873269471	0.9	0.549	4.66299234579849e-15	0	PSD2-AS1
61	5.51965386315561e-17	0.312709117672927	0.777	0.353	6.07956583285392e-15	0	NTRK1
62	5.59077016457311e-17	0.310840560834998	0.815	0.44	6.11804693577578e-15	0	CACNA2D2
63	5.63995291527633e-17	0.366464509030049	0.585	0.211	6.14039027587411e-15	0	TYRO3
64	6.18489411500919e-17	0.345272480385881	0.515	0.144	6.68228235547958e-15	0	ZNF382
65	1.3321715381264e-16	0.353408505653419	0.762	0.342	1.34677784749086e-14	0	ARHGAP9
66	1.40242352937274e-16	0.309782150726122	0.831	0.48	1.41275454967809e-14	0	SNORD63
67	1.40974844457059e-16	0.274985664226636	0.831	0.48	1.41509749008722e-14	0	SNORD63B
68	1.54938855423768e-16	0.294315269676329	0.692	0.309	1.5443148522819e-14	0	SH2D2A
69	1.7236745977481e-16	0.313984175808681	0.692	0.233	1.70007166684514e-14	0	TMEM161B-AS1
70	1.7236745977481e-16	0.260841355287988	0.692	0.233	1.70007166684514e-14	0	TMEM161B
71	1.87451632412135e-16	0.291022597519975	0.585	0.207	1.84242824954524e-14	0	LOC105377342
72	4.15844445093655e-16	0.334938094562848	0.8	0.373	3.83430251051013e-14	0	PLEKHF1
73	4.45831215685058e-16	0.270491671931826	0.292	0.047	4.07101426528934e-14	0	LINC02495
74	4.45831215685058e-16	0.269301158269514	0.292	0.047	4.07101426528934e-14	0	JAKMIP1
75	6.22459840977619e-16	0.346094909953467	0.423	0.118	5.59364149795348e-14	0	CD28
76	6.49599359261818e-16	0.307911141391682	0.7	0.284	5.81905350083047e-14	0	SLC38A1
77	1.26706644542702e-15	0.280679160374306	0.515	0.147	1.10359538063701e-13	0	NEO1
78	1.35071891434525e-15	-0.518618807913914	0.031	0.404	1.1728466352261e-13	0	HCK
79	1.74119433858984e-15	-0.700108655831392	0.015	0.38	1.47226777314666e-13	0	NCF2
80	2.71101074340951e-15	0.384683352474529	0.754	0.376	2.21793587033794e-13	0	METRNL
81	2.77491777549903e-15	0.445409518867953	0.823	0.451	2.26367716054903e-13	0	BCL9
82	3.5564061933356e-15	0.25439747903072	0.577	0.202	2.87631971756431e-13	0	LINC00563
83	5.48016861695853e-15	0.25636038590301	0.969	0.682	4.33316014078897e-13	0	KRI1
84	8.93700245158711e-15	0.271625035198829	0.531	0.162	6.8744491412249e-13	0	EVA1C
85	1.1500351305328e-14	0.325614304267173	0.954	0.582	8.77467505121078e-13	0	LINC-PINT
86	1.23932144878958e-14	0.270848250659104	0.908	0.429	9.28081276478479e-13	0	LINC02332
87	1.44145646140935e-14	0.254762982260329	0.7	0.4	1.0681494254742e-12	0	LOC100130872
88	2.66645531587421e-14	0.279172621694202	0.715	0.324	1.89171304828199e-12	0	GPR148
89	3.54314496283114e-14	0.263657106023513	0.715	0.422	2.48872963927695e-12	0	CD247
90	3.60285547298831e-14	0.392935760890771	0.715	0.453	2.52440668004654e-12	0	SEMA4D
91	4.69781194299584e-14	0.285576963179541	0.831	0.409	3.24343811391178e-12	0	H2AW
92	5.39523641178441e-14	0.302846308091474	0.531	0.173	3.66242103377413e-12	0	DUSP14
93	5.56831180065571e-14	0.331791729799495	0.831	0.409	3.73512327348723e-12	0	H2BU1
94	8.44052703066106e-14	0.322002964085457	0.885	0.478	5.55641857341681e-12	0	WDR86
95	1.05511741081561e-13	0.305308440326602	0.5	0.16	6.86602495355346e-12	0	AGAP2
96	1.19340887293682e-13	0.258140561416525	0.531	0.209	7.60851913653662e-12	0	APOL3
97	1.42819928412368e-13	0.252740556900653	0.992	0.642	8.98400825237531e-12	0	FOSL2
98	1.52270846189213e-13	0.274759636264985	0.415	0.109	9.51507912379261e-12	0	CLDN12
99	1.99375923259986e-13	0.311491927102494	0.469	0.147	1.21632203873285e-11	0	DPY19L2P2
100	2.18390647983107e-13	-0.503351833514256	0.023	0.349	1.31531576009741e-11	0	PDYN-AS1
101	2.28420439511467e-13	0.289239772751516	0.9	0.602	1.36411337157196e-11	0	MIR150
102	3.37456694805469e-13	0.307786327907269	0.846	0.524	1.95745628275787e-11	0	PRDM1
103	4.59573963381935e-13	0.299367013392268	0.469	0.149	2.63525766675018e-11	0	FBXO32
104	4.89565208284485e-13	0.330106871609329	0.723	0.376	2.78275549215039e-11	0	KCNA3
105	5.47813746940611e-13	-0.372151411709633	0.015	0.336	3.08289537468148e-11	0	CHST15
106	7.44739234131438e-13	0.2537578178694	0.477	0.151	4.09346281564245e-11	0	ZNF626
107	8.13011572280993e-13	0.32484436397849	0.908	0.64	4.41725884386911e-11	0	ABHD17A
108	9.29425639477643e-13	0.283317229572538	0.408	0.12	4.98281279861622e-11	0	RRAS2
109	9.79177056339282e-13	0.272053592769324	0.862	0.513	5.21988040184483e-11	0	CLCF1
110	1.1207148094246e-12	0.25129694684098	0.838	0.493	5.84237092272233e-11	0	PXN
111	1.18031688100746e-12	0.253549058020826	0.692	0.331	6.14177021152172e-11	0	SNTA1
112	1.37102648412072e-12	0.258562510215819	0.408	0.118	7.05629939745548e-11	0	PHLDB2
113	1.59009529616806e-12	0.263537202910613	0.715	0.338	8.11005901777105e-11	0	FOXP4-AS1
114	1.62067608717028e-12	0.263666988587417	0.715	0.338	8.2363515259478e-11	0	FOXP4
115	1.90902014502757e-12	0.290191605268	0.931	0.629	9.58131795129354e-11	0	RALGDS
116	1.93180154347085e-12	-1.00248781723901	0.146	0.438	9.67849668867774e-11	0	IL1B
117	2.02347271439871e-12	0.301766614242388	0.485	0.182	1.01020180117256e-10	0	GFPT2
118	2.95628995401431e-12	0.362747574223155	0.877	0.516	1.43786425649971e-10	0	H4C11
119	3.18667195769023e-12	-0.581690451447473	0.185	0.507	1.54460827236879e-10	0	KLF7
120	4.07297729943111e-12	0.274132489462476	0.8	0.456	1.9442456731028e-10	0	TNFSF14
121	9.81223039058529e-12	0.276383742337386	0.638	0.258	4.27973506419565e-10	0	ENPP4
122	9.81223039058529e-12	0.27570856892688	0.638	0.258	4.27973506419565e-10	0	CLIC5
123	1.09581817925225e-11	0.250548158100065	0.369	0.102	4.75756521473827e-10	0	CACNA1C-AS1
124	1.10232837439242e-11	0.297629632094393	0.392	0.122	4.77850065756909e-10	0	CAMK4
125	1.49206886071185e-11	0.266273795131478	0.815	0.484	6.27577908472072e-10	0	SYTL3
126	1.59478834091591e-11	0.264383280971042	0.369	0.107	6.66819402751943e-10	0	AQP3
127	2.20181314694366e-11	-0.338034932531172	0.008	0.287	8.95498918829513e-10	0	RBM47
128	2.65915408054499e-11	0.251032614282043	0.515	0.193	1.06317336946309e-09	0	RORA
129	4.37180753905872e-11	0.263213159200121	0.9	0.549	1.663343494733e-09	0	H2BC6
130	4.48977685455846e-11	0.274890676497536	0.538	0.231	1.69909242542763e-09	0	SEMA4C
131	4.53912023194987e-11	0.260205434467584	0.877	0.536	1.71318501874407e-09	0	DYNLT1
132	4.70778176075088e-11	-0.321177517140486	0	0.269	1.76741615784582e-09	0	ARHGEF10L
133	5.4645835230095e-11	0.271656874120654	0.854	0.504	2.0273390011249e-09	0	ATXN1-AS1
134	5.95999573817747e-11	0.27152828044061	0.854	0.504	2.19388295657464e-09	0	ATXN1
135	6.91249001999220e-11	0.316904602512411	0.823	0.478	2.5135301153529e-09	0	H3C12
136	9.7957299920201e-11	-0.539936550128556	0.038	0.32	3.41908420325663e-09	0	KLF4
137	1.10692194898182e-10	0.301778294549808	0.877	0.478	3.74356506688511e-09	0	TPM4
138	1.15814661803569e-10	0.270355614227321	0.585	0.236	3.89167175304364e-09	0	KIF9-AS1
139	1.74507908193928e-10	0.286069549203925	0.577	0.238	5.61340381505174e-09	0	SUCLG2-AS1
140	1.80876630848642e-10	0.25478165208945	0.623	0.267	5.77886545082675e-09	0	KRTAP5-AS1
141	1.90854557081665e-10	0.285290670871802	0.577	0.238	6.07707530631123e-09	0	SUCLG2
142	3.30257375507821e-10	0.255744487478871	0.408	0.178	9.89269368095227e-09	0	CYP2F1
143	3.37786686502669e-10	0.432491999980727	0.492	0.282	1.00755824392319e-08	0	LOC105369535
144	5.16750523986043e-10	0.33630743770097	0.685	0.518	1.47903509428442e-08	0	FYCO1
145	6.99564103765485e-10	0.250886219693471	0.408	0.171	1.94715448232936e-08	0	PITPNM2-AS1
146	1.32531153639262e-09	-0.313498438532863	0.031	0.282	3.43864286532225e-08	0	SIRPA
147	1.80477753883236e-09	0.250076226709824	0.515	0.204	4.49321352609741e-08	0	ZNF773
148	1.97604273831929e-09	0.253309582872132	0.523	0.204	4.88522635752001e-08	0	WFS1
149	2.78255012837659e-09	-0.541139989706446	0.269	0.504	6.50955756065754e-08	0	ARRDC4
150	3.0951520374497e-09	0.256601411490529	0.554	0.231	7.16976012472085e-08	0	SMKR1
151	3.47191730828699e-09	-0.576077836971233	0.192	0.438	7.93216813928006e-08	0	MAP1LC3B2
152	3.64645738253936e-09	0.267776529644249	0.615	0.287	8.21237308350384e-08	0	BRWD1-AS2
153	3.68486121215268e-09	0.268615795287356	0.615	0.287	8.29152355583513e-08	0	BRWD1
154	5.00231561407141e-09	0.303085205703909	0.823	0.5	1.10109290892317e-07	0	H4C12
155	5.27972847037252e-09	0.252366576163042	0.438	0.207	1.15497120410228e-07	0	ECSCR
156	5.37593232544736e-09	0.250302806805431	0.569	0.271	1.17058858720337e-07	0	LOC439933
157	5.9574546347935e-09	0.252158752897389	0.869	0.498	1.26840944236003e-07	0	LMNB1
158	8.25238875345064e-09	-0.313110103056025	0	0.216	1.68421318272478e-07	0	PMFBP1
159	1.10282121501355e-08	-0.38512709268601	0.223	0.438	2.1709012610145e-07	0	PELATON
160	1.43903081268101e-08	-0.269867053616046	0.008	0.224	2.74862653269646e-07	0	FAM151B
161	1.72965919894924e-08	0.260789916108859	0.592	0.311	3.24248098971233e-07	0	SNX10
162	1.75594363261745e-08	-0.256053016776618	0.023	0.247	3.28089085204635e-07	0	RHEX
163	2.21851755224983e-08	0.383386296602217	0.646	0.411	4.0542011847344e-07	0	ANKRD44-AS1
164	5.0931535849122e-08	0.252209887394987	0.831	0.536	8.38696326516053e-07	0	H2AC4
165	5.91572938617898e-08	-0.326713232271737	0.069	0.293	9.4822509475973e-07	0	P2RY2
166	6.34740560492356e-08	-0.418582542897584	0	0.193	1.0082828869729e-06	0	MEF2C
167	6.46471950574842e-08	-0.258905837620667	0.138	0.364	1.02461822535958e-06	0	HLA-DOA
168	1.63228769488019e-07	-0.453693725402128	0.008	0.196	2.27164050044118e-06	0	TBC1D9
169	2.09568057932139e-07	-0.268903626916996	0	0.18	2.83975252076834e-06	0	SFTPD
170	4.59183101996718e-07	-0.32091286691684	0	0.171	5.60504358267404e-06	0	TIFAB
171	5.99262185175492e-07	-0.465199658867734	0.023	0.204	7.07394273384597e-06	0	RAB32
172	7.23272660394144e-07	-0.258377182313077	0.038	0.222	8.35660375419471e-06	0	MIR3198-1
173	7.45898209497898e-07	-0.355961730674451	0.023	0.202	8.57601162317506e-06	0	UBE2E2-AS1
174	7.45898209497898e-07	-0.361643410641642	0.023	0.202	8.57601162317506e-06	0	UBE2E2
175	8.16523826498734e-07	-0.528348256806281	0.077	0.269	9.27717243013855e-06	0	MAFB
287	1.45122419985611e-24	-0.266854840674992	0.017	0.585	2.05399017126635e-20	1	TNS4
288	1.29763560663254e-20	0.726092648817701	0.713	0.288	5.24745301670675e-17	1	IL1B
289	4.69694833351172e-20	-0.524626675342147	0.278	0.686	1.66195645595895e-16	1	IL2RB
290	1.17318847905126e-18	-0.405501424473117	0.113	0.57	2.5545727905003e-15	1	DOCK9-DT
291	1.17318847905126e-18	-0.637237121747007	0.113	0.57	2.5545727905003e-15	1	DOCK9
292	1.39576976372657e-18	0.761252501718337	0.626	0.273	2.82214676441486e-15	1	TREM1
293	2.78297998143468e-18	-0.598006459363076	0.052	0.538	4.92361339590446e-15	1	LBH
294	3.57738747289328e-18	0.774659205991347	0.617	0.282	5.95677101148177e-15	1	LINC00877
295	4.88351628104234e-18	-0.402250192170677	0.017	0.484	7.67987196485919e-15	1	PPP1R16B
296	5.57919720749094e-18	-0.545225709812055	0.191	0.69	8.31212291328664e-15	1	CD69
297	7.11494199125714e-18	-0.257716413617174	0.096	0.634	1.00701331473258e-14	1	CCR7
298	1.31025959917606e-17	-0.490743727506327	0.165	0.652	1.5453966030782e-14	1	WNT10A
299	1.58547971959052e-17	-0.364825427094452	0.061	0.514	1.79520697689795e-14	1	LOC101928370
300	1.81793158165454e-17	-0.452986003330006	0.139	0.602	1.89151067867436e-14	1	CCDC102A
301	1.93781784299136e-17	-0.283408090651386	0.017	0.467	1.89151067867436e-14	1	TIGIT
302	2.58899472954012e-17	-0.251980555792323	0.174	0.628	2.38999343567195e-14	1	ADM2
303	2.70179778646633e-17	-0.515750974861255	0.122	0.624	2.38999343567195e-14	1	LOC374443
304	2.70179778646633e-17	-0.517259873490706	0.122	0.624	2.38999343567195e-14	1	LOC105369728
305	5.58384131471996e-17	-0.388440556820235	0.087	0.54	4.51605131702222e-14	1	S1PR1
306	1.06997780614865e-16	-0.362303326958046	0.296	0.731	8.04588908134723e-14	1	C19orf12
307	1.93849641316339e-16	-0.325918064531213	0.009	0.426	1.3383662918882e-13	1	ERFL
308	1.93849641316339e-16	-0.327972827629066	0.009	0.426	1.3383662918882e-13	1	LOC100505585
309	4.43773159141915e-16	-0.377871635476532	0.009	0.426	2.85497427632504e-13	1	CD79A
310	7.32178784125067e-16	-0.662103277556519	0.409	0.738	4.54764897836314e-13	1	RUNX3
311	7.39011032623396e-16	-0.412632018310954	0.052	0.477	4.54764897836314e-13	1	LY9
312	9.72654500728583e-16	-0.523541826383982	0.009	0.419	5.85807041534553e-13	1	TMEM263
313	1.04399704470228e-15	-0.448388766873361	0	0.4	6.1567550717474e-13	1	BCL11B
314	1.07175682063751e-15	-0.295082871186203	0.217	0.649	6.19147353505837e-13	1	PDGFB
315	1.18398991673824e-15	-0.382620987097891	0.061	0.486	6.70304051462185e-13	1	PVRIG
316	1.40293054666798e-15	-0.57946268773751	0.252	0.701	7.63706826625587e-13	1	CCND2
317	1.85207125249285e-15	-0.370362894994551	0.061	0.512	9.70862610079912e-13	1	RABAC1
318	4.95543797527323e-15	-0.544714203124994	0.139	0.634	2.46094004852736e-12	1	LINC02332
319	5.98633334862885e-15	-0.407468743248578	0.043	0.475	2.87212098473961e-12	1	EPHA4
320	9.87602538227926e-15	-0.494908909531857	0.391	0.748	4.58906036898327e-12	1	CCDC88C
321	9.88916813890484e-15	-0.377602296559124	0.009	0.398	4.58906036898327e-12	1	RASGRP1
322	1.06235175568141e-14	-0.432821600608379	0.087	0.559	4.84170441628447e-12	1	KLF12
323	1.16081576696916e-14	-0.447764934896636	0.017	0.415	4.90435998740239e-12	1	TMEM161B
324	1.16081576696916e-14	-0.568100802974984	0.017	0.415	4.90435998740239e-12	1	TMEM161B-AS1
325	1.20172669572051e-14	0.556551153297022	0.6	0.338	4.93004022837107e-12	1	PELATON
326	1.20172669572051e-14	0.341099111249912	0.6	0.338	4.93004022837107e-12	1	LINC01270
327	1.63088224069047e-14	-0.419046565215483	0.096	0.51	6.23856534962501e-12	1	SBK1
328	1.70953875351132e-14	-0.495732050540551	0	0.374	6.36735703890067e-12	1	LINC02520
329	1.87354515192149e-14	-0.418223126150096	0.061	0.482	6.71322058423313e-12	1	CCDC85C
330	1.87354515192149e-14	-0.421545750232742	0.061	0.482	6.71322058423313e-12	1	HHIPL1
331	2.05049063879553e-14	-0.414495268257953	0.191	0.66	7.16583191510928e-12	1	H2BC11
332	2.77684885507252e-14	-0.299770820228973	0.104	0.57	8.93230233415203e-12	1	TTL
333	3.2148969681841e-14	-0.378424436588239	0.07	0.458	9.94621063848231e-12	1	MMP23A
334	3.2148969681841e-14	-0.390627760159074	0.07	0.458	9.94621063848231e-12	1	MMP23B
335	3.88793473415287e-14	-0.434395891166831	0.009	0.385	1.15848177389121e-11	1	IGSF9B
336	4.00716433827889e-14	-0.292442038675003	0.087	0.505	1.1815708429548e-11	1	CYP2T1P
337	4.43424385780921e-14	-0.516257093541883	0.191	0.611	1.2936804766615e-11	1	RBM38-AS1
338	4.47877509848543e-14	0.478543166774347	0.6	0.269	1.2936804766615e-11	1	LOC101929705
339	5.7312900043901e-14	-0.283979444422684	0.235	0.645	1.59054535445363e-11	1	IL2RA
340	1.46777572350184e-13	-0.278113258823291	0.087	0.523	3.9047228692989e-11	1	TRIM7
341	1.50615440049541e-13	-0.294973243741057	0.096	0.54	3.94765857544663e-11	1	TMEM109
342	1.77677928347794e-13	-0.536117273568303	0.035	0.424	4.57229919794636e-11	1	KRTAP5-AS1
343	1.92269703202489e-13	-0.266074815063225	0.148	0.555	4.90322386356113e-11	1	MLLT6
344	2.02376258498005e-13	0.383841911703711	0.435	0.153	5.11487924044914e-11	1	ARHGEF10L
345	2.51114513335517e-13	-0.349263305237889	0	0.348	6.12784355947282e-11	1	LOC100507346
346	3.21005411844248e-13	-0.508494099569642	0.026	0.4	7.76641042143174e-11	1	LIPA
347	4.08399369182275e-13	-0.412495945363155	0.4	0.735	9.55418259788649e-11	1	MIR150
348	7.72889013150092e-13	-0.320082116390603	0.078	0.428	1.68984509242865e-10	1	ZNF831
349	7.76061970592872e-13	0.545818986959361	0.765	0.566	1.68984509242865e-10	1	BEST1
350	7.84386043834474e-13	-0.390014125858837	0.226	0.613	1.69493249945209e-10	1	STMN3
351	8.00508088277973e-13	-0.374864214597858	0.017	0.374	1.71666533749126e-10	1	PTCH1
352	1.11277688884539e-12	-0.48969628165762	0.052	0.441	2.31613054356958e-10	1	VPS13A-AS1
353	1.11277688884539e-12	-0.498556073445515	0.052	0.441	2.31613054356958e-10	1	VPS13A
354	1.17876036790053e-12	0.536802801147033	0.783	0.581	2.3940691026365e-10	1	TRIB1
355	1.18405226399516e-12	-0.482712298118913	0.226	0.654	2.3940691026365e-10	1	RBM38
356	1.41851589998084e-12	-0.618610111241911	0.417	0.727	2.82774151977167e-10	1	BICDL1
357	1.52140865327014e-12	-0.265371649237456	0.287	0.697	2.99073019084152e-10	1	ESPL1
358	1.81163914862591e-12	-0.269107240486943	0.043	0.419	3.48846490854996e-10	1	KIF1A
359	2.01923161891169e-12	-0.590948759004187	0.052	0.43	3.75641744046763e-10	1	RNF125
360	2.07477673679866e-12	-0.420446269558356	0.27	0.677	3.75641744046763e-10	1	H4C11
361	2.10591678131881e-12	0.355780583207059	0.783	0.774	3.77292318536656e-10	1	KMT5C
362	2.14789635523723e-12	-0.402462243748491	0.417	0.746	3.82393095142769e-10	1	H2BC7
363	2.17724790619294e-12	-0.402488072271202	0.417	0.746	3.85195978003772e-10	1	H2AC7
364	2.397755115816e-12	-0.348893911065067	0.278	0.695	4.11353054929719e-10	1	SLC2A1-AS1
365	2.397755115816e-12	-0.351391225747562	0.278	0.695	4.11353054929719e-10	1	SLC2A1
366	2.54775104231299e-12	-0.331900398625404	0.009	0.344	4.34452944305746e-10	1	ZNF510
367	2.57475943424391e-12	-0.433947171652168	0.235	0.632	4.36429432964924e-10	1	LOC105370705
368	2.84927605056304e-12	0.652124111804645	0.426	0.176	4.74437983313459e-10	1	MAFB
369	2.96763623381767e-12	-0.372381684154552	0.226	0.671	4.91256601582905e-10	1	H2AC11
370	3.07933528215172e-12	-0.410604707445473	0.061	0.426	5.06783394371329e-10	1	YES1
371	3.88571709543126e-12	-0.407232604697257	0.261	0.649	6.19375794229526e-10	1	H4C12
372	3.89475717571115e-12	-0.505654387163753	0.217	0.576	6.19375794229526e-10	1	MTIF3
373	3.94135367384983e-12	-0.347263935676534	0.235	0.632	6.19853150888713e-10	1	CDH24
374	4.92215031234543e-12	-0.250336395208088	0.113	0.516	7.53142210224659e-10	1	BMPR1A
375	5.56588049348457e-12	-0.37138786750531	0.061	0.413	8.38049888984402e-10	1	CERS4
376	6.14602068669863e-12	0.314121665549424	0.591	0.254	9.156600398862e-10	1	HCK
377	8.95589400744056e-12	-0.347970792999547	0.157	0.54	1.30677573025062e-09	1	SYNJ2
378	1.10279772172958e-11	-0.402025509797161	0.07	0.454	1.55307935865668e-09	1	MLLT3
379	1.1905135009506e-11	-0.392914970917814	0.4	0.72	1.65195419957885e-09	1	SH2D3A
380	1.21000452043033e-11	-0.361390589761103	0.261	0.622	1.67080965657665e-09	1	LINC01623
381	1.26704670374716e-11	-0.333636842897746	0.087	0.422	1.73657370612195e-09	1	TRAPPC10
382	1.30095367648045e-11	-0.460657803306042	0.443	0.772	1.76201414928862e-09	1	H3C4
383	1.37053544720216e-11	0.432829352696861	0.783	0.761	1.84741651923578e-09	1	PRSS57
384	1.53906986348419e-11	-0.429798305329332	0.183	0.557	2.03581544979658e-09	1	TRIB2
385	1.65217102259925e-11	-0.399806767938188	0.278	0.697	2.17525605287056e-09	1	RAB11FIP4
386	1.76971843843059e-11	0.286783133361589	0.861	0.886	2.30854469293339e-09	1	MBOAT7
387	1.90289018177149e-11	0.288274675189178	0.861	0.886	2.44841419888207e-09	1	TSEN34
388	1.94019343965841e-11	-0.288642977304251	0.322	0.701	2.47392142776624e-09	1	PSMD13
389	1.94019343965841e-11	-0.28985341820661	0.322	0.701	2.47392142776624e-09	1	SIRT3
390	2.0678424828964e-11	-0.349697635534657	0.13	0.555	2.62486175620396e-09	1	RSPH14
391	2.28787661080788e-11	-0.261202754098208	0.122	0.503	2.86561607177605e-09	1	ZNF569
392	2.31335534434071e-11	-0.368506870918072	0.113	0.503	2.88476430538558e-09	1	LRBA
393	2.3870167361512e-11	-0.453287530649866	0.026	0.357	2.95062370088349e-09	1	LOC105377342
394	2.61362849578759e-11	-0.462548319838336	0.087	0.449	3.1889647340629e-09	1	SLC38A1
395	2.86102350822839e-11	-0.386986236900729	0.174	0.563	3.41717267710637e-09	1	CDC42BPG
396	3.04821386747649e-11	-0.329190615864246	0.13	0.482	3.59524124777737e-09	1	GPR148
397	3.24331273467161e-11	-0.285452211566902	0.009	0.312	3.80947940167425e-09	1	KRTAP16-1
