p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	peak
41	3.0973946001732e-29	0.436633200948289	0.469	0.062	1.23714473103503e-26	0	chr6-137715521-137716150
42	4.85341393223794e-29	0.442290806153962	0.423	0.042	1.89236920367449e-26	0	chr9-124870037-124870529
43	6.85271050873168e-29	0.461787868492542	0.408	0.038	2.60976714630209e-26	0	chr14-55337653-55338078
44	7.86922040040476e-29	0.403614154387923	0.369	0.027	2.9287807562961e-26	0	chr5-138565237-138566086
45	1.14723350286008e-28	0.442120434607561	0.408	0.04	4.17491018729702e-26	0	chr17-17663194-17663868
46	1.47869427727035e-28	0.415446962062248	0.415	0.042	5.26415162708246e-26	0	chr21-44083589-44084415
47	8.56654588814224e-28	0.38781875193082	0.385	0.036	2.9848033077493e-25	0	chr14-92531151-92531981
48	1.37419638944772e-27	0.488248260523839	0.608	0.129	4.60236101106643e-25	0	chr2-42132802-42133569
49	1.37711095226096e-27	0.387272706668107	0.423	0.049	4.60236101106643e-25	0	chr20-49668423-49669084
50	1.56837924746267e-27	0.373063971430208	0.338	0.022	5.13675571128973e-25	0	chr19-10517945-10519225
51	1.80543948096409e-27	0.412965141126851	0.462	0.064	5.79723077260156e-25	0	chr11-128324283-128325153
52	2.42183549551711e-27	0.446220142197204	0.438	0.056	7.62691886049773e-25	0	chr11-121480913-121482990
53	3.48613085252834e-27	0.413205204611242	0.369	0.033	1.07714865737743e-24	0	chr18-69935320-69936048
54	6.0338513792294e-27	0.40572176232435	0.531	0.093	1.82982129974557e-24	0	chr17-2265931-2266917
55	9.90357475741016e-27	0.373255468719875	0.323	0.02	2.94874436776998e-24	0	chr9-132486883-132487793
56	1.14238192973045e-26	0.369935267875971	0.554	0.104	3.3406511573689e-24	0	chr22-37149514-37150465
57	1.67000714144006e-26	0.362774049836825	0.331	0.022	4.79790121898638e-24	0	chr1-19688067-19688833
58	1.88707453771716e-26	0.438397634468228	0.362	0.033	5.32805734994072e-24	0	chr9-89501921-89502630
59	2.23955472712577e-26	0.343157647131354	0.331	0.022	6.2160929171884e-24	0	chr7-70647972-70648697
60	6.08673991595036e-26	0.384414408953692	0.323	0.022	1.66127421439339e-23	0	chr12-107027502-107028035
61	6.45687110052319e-26	0.401133678425293	0.415	0.053	1.7334052646257e-23	0	chr19-4104722-4105338
62	1.4988794394065e-25	0.422515707428483	0.392	0.044	3.94512223166838e-23	0	chr20-38872826-38873658
63	1.51772533338488e-25	0.343086097077992	0.323	0.022	3.94512223166838e-23	0	chr22-21766867-21767568
64	2.46035060437031e-25	0.408769436346563	0.4	0.051	6.29542210893254e-23	0	chr14-55806980-55807853
65	4.2943290952983e-25	0.37361743463028	0.392	0.047	1.07543801876867e-22	0	chr7-70693687-70694727
66	4.33432518556011e-25	0.377835260859963	0.346	0.031	1.07543801876867e-22	0	chr3-45994658-45995084
67	5.07503748089212e-25	0.368058266037841	0.431	0.058	1.24043005652372e-22	0	chr4-4268928-4270186
68	5.93296359975921e-25	0.415415427598908	0.354	0.033	1.42879723396554e-22	0	chr22-23263840-23264505
69	7.29026916511016e-25	0.414188221860242	0.446	0.067	1.73022388185281e-22	0	chr2-234290595-234291084
70	1.94398464793363e-24	0.406562808296966	0.377	0.044	4.54781322779445e-22	0	chr22-39117466-39118291
71	2.00560446826295e-24	0.401424943341655	0.323	0.027	4.6258843341231e-22	0	chr20-33370329-33370700
72	2.35098190870103e-24	0.414145816701308	0.446	0.067	5.34717774123446e-22	0	chr1-203764731-203765985
73	2.40127211701147e-24	0.41578495373449	0.769	0.22	5.38674413536711e-22	0	chr6-42770804-42772057
74	3.26000934172203e-24	0.372934806591899	0.392	0.049	7.21431256487026e-22	0	chr7-150668346-150668897
75	3.87448477442793e-24	0.400349305582044	0.415	0.058	8.4598083554709e-22	0	chr20-59159272-59159903
76	4.17452554603766e-24	0.406902587686547	0.677	0.178	8.99500399235693e-22	0	chr12-121671665-121673114
77	5.38304517538552e-24	0.366015281721048	0.315	0.024	1.14484088041705e-21	0	chr15-67102270-67102821
78	6.58685354026905e-24	0.408245584848014	0.377	0.047	1.38290145609546e-21	0	chr21-44657550-44658094
79	1.34666578500266e-23	0.378976595122533	0.477	0.087	2.79151884749412e-21	0	chr21-44065354-44065990
80	3.67571549557031e-23	0.371288154030057	0.377	0.049	7.52418961943242e-21	0	chr4-71186532-71188118
81	5.8259720847552e-23	0.36244470067623	0.308	0.027	1.16960777731019e-20	0	chr16-88456185-88456432
82	5.85660953465046e-23	0.422121255734668	0.385	0.053	1.16960777731019e-20	0	chr2-37599565-37600304
83	7.50636435653892e-23	0.362238942506159	0.423	0.067	1.48101473135761e-20	0	chr2-86785505-86786611
84	1.08702653345788e-22	0.359685077839335	0.362	0.044	2.11918410856026e-20	0	chr1-206551834-206552343
85	1.22732544005686e-22	0.380570820389685	0.477	0.091	2.35306874782704e-20	0	chr9-95494409-95495299
86	1.23573468681684e-22	0.360575379655135	0.323	0.031	2.35306874782704e-20	0	chr13-30147800-30148831
87	1.38892093357464e-22	0.389894828890687	0.408	0.067	2.6143642768067e-20	0	chr7-156923101-156923584
88	1.89628176562779e-22	0.425494888731069	0.392	0.058	3.52880797658189e-20	0	chr7-151408759-151409480
89	1.9753724160636e-22	0.375920264745729	0.323	0.031	3.63468524555702e-20	0	chr16-81616097-81617133
90	2.45892958810779e-22	0.310086894115942	0.315	0.031	4.47415899276146e-20	0	chr7-131108695-131108915
91	2.67901543469732e-22	0.3950558374658	0.369	0.051	4.82105019325311e-20	0	chr5-88141161-88141731
92	3.2094872860394e-22	0.353630293314549	0.485	0.093	5.71288736915014e-20	0	chr15-41894654-41895357
93	3.9023538487311e-22	0.361596247092322	0.354	0.044	6.87149963729252e-20	0	chr22-39174041-39175002
94	5.74021222591879e-22	0.336126636108616	0.308	0.029	1.00001824906007e-19	0	chr21-46424007-46425280
95	6.3350459698688e-22	0.393297885209036	0.431	0.076	1.09202855581654e-19	0	chr2-28410291-28410807
96	6.57646940671826e-22	0.305812553008522	0.669	0.184	1.12170446314337e-19	0	chr12-39442383-39443693
97	6.64419473161373e-22	0.30056078857233	0.338	0.038	1.12170446314337e-19	0	chr9-5841567-5842364
98	9.4879843155398e-22	0.394242195507955	0.523	0.111	1.58546154236e-19	0	chr4-2281659-2282370
99	9.83917275553101e-22	0.35807468197636	0.485	0.096	1.62753831358157e-19	0	chr19-39401519-39401965
100	1.34333530100407e-21	0.354357384707952	0.608	0.149	2.19984588892427e-19	0	chr4-1200943-1202487
101	1.36509017768574e-21	0.326312683629061	0.308	0.031	2.21333829205759e-19	0	chr1-57307377-57307922
102	1.56871245263569e-21	0.365401706357471	0.315	0.033	2.51855246317275e-19	0	chr9-113511955-113512715
103	2.04525800628402e-21	0.369220179265576	0.508	0.109	3.25176166125312e-19	0	chr6-37516323-37516950
104	2.14893674540245e-21	0.328413392699767	0.308	0.031	3.38374885987601e-19	0	chr6-170147825-170148488
105	2.6850030470036e-21	0.37923509497644	0.554	0.133	4.16189150517914e-19	0	chr11-48001408-48002225
106	2.69394540515992e-21	0.34244930635184	0.331	0.04	4.16189150517914e-19	0	chr22-37162267-37163052
107	2.8472291915465e-21	0.378850640088884	0.538	0.129	4.35759114399678e-19	0	chr14-101721902-101722765
108	3.00334950940611e-21	0.362130382881864	0.408	0.067	4.55396773759578e-19	0	chr19-41120576-41121431
109	3.19684495534679e-21	0.365988280387842	0.369	0.056	4.80289293474853e-19	0	chr14-101819472-101819977
110	4.21566549206761e-21	0.3634733115857	0.331	0.04	6.27597619073629e-19	0	chr19-1882328-1882825
111	5.54081797510968e-21	0.353338333511765	0.346	0.044	8.1744536180537e-19	0	chr10-24887430-24888115
112	5.81680148706208e-21	0.357075121251709	0.438	0.084	8.50499474572578e-19	0	chr8-125941898-125942728
113	6.04815354409023e-21	0.365132259605738	0.477	0.096	8.76500552548865e-19	0	chr10-30026962-30027960
114	7.06010959605736e-21	0.316669399129914	0.369	0.051	1.01417855039505e-18	0	chr19-10566734-10567017
115	1.07845009961649e-20	0.358193832953671	0.431	0.078	1.53244948971722e-18	0	chr12-96445490-96446559
116	1.08551624821201e-20	0.388365259959806	0.462	0.093	1.53244948971722e-18	0	chr4-15756201-15756856
117	1.14614663356491e-20	0.369399676169416	0.7	0.211	1.60421344198795e-18	0	chr8-38900847-38901919
118	1.24725217536906e-20	0.268593035328429	0.577	0.136	1.73093234100371e-18	0	chr1-15949345-15950047
119	1.28659680530107e-20	0.365152299651411	0.377	0.06	1.77053019190003e-18	0	chr11-133945059-133945705
120	1.3276756921936e-20	0.393783950320411	0.454	0.093	1.8118347612802e-18	0	chr11-12224418-12225482
121	1.45669595201566e-20	0.325007673887377	0.485	0.102	1.97147544712467e-18	0	chr18-63160788-63162148
122	1.65644227379773e-20	0.353756216084473	0.477	0.1	2.22343431768128e-18	0	chr2-60819394-60820091
123	1.6796971659815e-20	0.375037853400114	0.431	0.08	2.23631876342383e-18	0	chr3-129576730-129577389
124	1.83265261428145e-20	0.373491043083078	0.538	0.133	2.42028380737685e-18	0	chr11-85752680-85753474
125	2.16588407382123e-20	0.320795551768934	0.4	0.064	2.83748140743172e-18	0	chr18-22282287-22282881
126	2.60143876236308e-20	0.400291111355729	0.431	0.08	3.38104453749665e-18	0	chr8-124637499-124637952
127	2.69562811079829e-20	0.353487505015631	0.323	0.04	3.47587448365613e-18	0	chr16-27449623-27450342
128	2.88407548811573e-20	0.352911845550341	0.508	0.118	3.68981407760806e-18	0	chr13-40388551-40389631
129	3.42052484159604e-20	0.346651739303199	0.6	0.16	4.34221045007572e-18	0	chr16-87765157-87766326
130	4.00288260109784e-20	0.37244885720582	0.423	0.082	5.04240042119832e-18	0	chr3-27721150-27722456
131	4.14793573155459e-20	0.338829886071232	0.308	0.036	5.18523630075862e-18	0	chr16-81520911-81521611
132	5.2201910488848e-20	0.27547507069531	0.338	0.044	6.47620065276799e-18	0	chr5-76738791-76739578
133	5.8793332557374e-20	0.363837014388879	0.331	0.044	7.23909484180118e-18	0	chr2-70108556-70109212
134	6.31278526452054e-20	0.251201646706115	0.4	0.067	7.71478891729764e-18	0	chr17-76715970-76716487
135	6.39439246870396e-20	0.333052568261005	0.3	0.033	7.7566348938886e-18	0	chr12-22409142-22410270
136	6.50522950050356e-20	0.292121145901072	0.669	0.209	7.83306163972399e-18	0	chr1-156816375-156817309
137	6.71208042199013e-20	0.383132045033947	0.631	0.184	8.02314080222704e-18	0	chr18-811905-813645
138	8.05775331135627e-20	0.362879094875763	0.323	0.042	9.56186726280944e-18	0	chr6-111804037-111805130
139	1.13771742109033e-19	0.343612034303485	0.3	0.036	1.34037845235793e-17	0	chr12-126772140-126772824
140	1.20096808489986e-19	0.291527620859059	0.354	0.051	1.40478952559429e-17	0	chr19-996360-996922
141	1.24755353077394e-19	0.345145555365323	0.508	0.118	1.44893167517404e-17	0	chr20-57392560-57393250
142	1.62796717665183e-19	0.317902384403978	0.554	0.144	1.87743594963735e-17	0	chr4-98657975-98659084
143	1.73533634588257e-19	0.286707876711241	0.331	0.044	1.9872634965156e-17	0	chr13-24618214-24619011
144	1.75594937008704e-19	0.327098186706864	0.469	0.1	1.99690464476009e-17	0	chr2-121699364-121700076
145	1.84689652699754e-19	0.381431832356658	0.623	0.182	2.08584672593873e-17	0	chr1-1628928-1630670
146	1.90036394309317e-19	0.348598451572089	0.608	0.173	2.1315315021982e-17	0	chr21-33947713-33948992
147	2.46471664496777e-19	0.352157769046433	0.392	0.071	2.74572787605389e-17	0	chr11-118338562-118339211
148	2.94446225180912e-19	0.355090415798183	0.292	0.033	3.25800769159636e-17	0	chr1-147545104-147545419
149	2.97921144474237e-19	0.351131956601885	0.446	0.091	3.27433333014101e-17	0	chr19-29672922-29673608
150	3.06428168046944e-19	0.317842964969169	0.346	0.049	3.3236437669338e-17	0	chr17-30363642-30364209
151	3.06466908162557e-19	0.285416122011167	0.323	0.044	3.3236437669338e-17	0	chr16-57609592-57610342
152	5.07271917425234e-19	0.323138150460619	0.3	0.036	5.46518744720766e-17	0	chr7-7944494-7945291
153	5.543494175426e-19	0.328595549709319	0.308	0.038	5.93335036710956e-17	0	chr6-106098446-106099137
154	5.95192485436788e-19	0.317814563109727	0.454	0.1	6.32913775422912e-17	0	chr1-91884960-91886428
155	6.36134145191946e-19	0.367156876865664	0.469	0.104	6.72085984623439e-17	0	chr5-139746993-139748150
156	6.51351092478034e-19	0.321649119761944	0.346	0.056	6.837516340013e-17	0	chr22-20569108-20569889
157	7.07488245983059e-19	0.350323045328327	0.323	0.047	7.37950797211374e-17	0	chr22-43263328-43264370
158	8.14172872948126e-19	0.270332172808452	0.3	0.036	8.43854111860665e-17	0	chr17-83083570-83084038
159	1.08187095380577e-18	0.330742444153328	0.485	0.116	1.11425904022159e-16	0	chr7-87933705-87934700
160	1.21455002475176e-18	0.353025231193343	0.308	0.04	1.24309195033343e-16	0	chr2-203706246-203706730
161	1.24436800658611e-18	0.264874808088118	0.385	0.069	1.26570002955615e-16	0	chr12-121033672-121034777
162	1.33117253596111e-18	0.303766568796334	0.538	0.138	1.34563465733945e-16	0	chr14-75249356-75250123
163	1.42697377338978e-18	0.346976660857012	0.377	0.067	1.43362714803872e-16	0	chr7-77351478-77352035
164	1.75411855118224e-18	0.290260147979807	0.646	0.182	1.75155154842441e-16	0	chr5-143008974-143009559
165	2.41781246471012e-18	0.37417648630135	0.4	0.082	2.3996422377026e-16	0	chr3-51024734-51025774
166	3.31936445599258e-18	0.290652786265997	0.462	0.102	3.27457303200811e-16	0	chr9-131627738-131628816
167	3.60633003176515e-18	0.298747845936666	0.315	0.044	3.53636291019079e-16	0	chr16-89723746-89724030
168	4.11511462356184e-18	0.270252200767406	0.277	0.031	4.0112569687767e-16	0	chr10-3809858-3810627
169	4.42080885688758e-18	0.376452476691454	0.623	0.191	4.28373762369178e-16	0	chr7-142808536-142809531
170	5.10791120508942e-18	0.269108283071022	0.277	0.033	4.92042081732614e-16	0	chr14-50002419-50002918
171	5.74708736315009e-18	0.30719199249461	0.492	0.124	5.47992651533338e-16	0	chr6-131199619-131200395
172	5.75566292524023e-18	0.363931637922663	0.446	0.104	5.47992651533338e-16	0	chr14-99272003-99272586
173	6.62056675695467e-18	0.31918909651806	0.3	0.04	6.26695960762368e-16	0	chr8-22443748-22444229
174	7.36503352916995e-18	0.289716036706296	0.308	0.042	6.93159707320041e-16	0	chr3-39267628-39268355
175	8.01316320329895e-18	0.335071404657972	0.4	0.08	7.49848917812707e-16	0	chr16-28309869-28310499
176	8.11119246946028e-18	0.294561932557114	0.369	0.067	7.547095902266e-16	0	chr13-46751657-46752395
177	8.75060296833017e-18	0.32944297331118	0.385	0.073	8.09603809092513e-16	0	chr16-327126-327809
178	9.57247512146867e-18	0.363681564135873	0.492	0.122	8.80667711175117e-16	0	chr12-111434756-111435338
179	9.68955553329776e-18	0.323799605298971	0.3	0.04	8.8645900230885e-16	0	chr22-23137903-23138211
180	1.01222806754988e-17	0.291893302410065	0.285	0.036	9.20902601899827e-16	0	chr1-10510592-10511584
181	1.32893492990398e-17	0.35495443910704	0.369	0.069	1.20235571337611e-15	0	chr13-114148327-114148924
182	1.34045181474265e-17	0.337133938489427	0.308	0.044	1.20611202847394e-15	0	chr2-29014621-29015329
183	1.36480198287158e-17	0.289334013083905	0.285	0.036	1.22131132631175e-15	0	chr22-36161862-36162704
184	1.58196766343278e-17	0.309713927889925	0.523	0.136	1.40795122045518e-15	0	chr12-91876954-91877572
185	1.60864603874754e-17	0.306716011583871	0.285	0.036	1.42395608273134e-15	0	chr22-19419370-19420205
186	1.63264674768802e-17	0.328610688506754	0.469	0.116	1.43743135162037e-15	0	chr12-57479510-57480294
187	1.82277052606039e-17	0.314258807351693	0.277	0.033	1.59624011415855e-15	0	chr6-168884110-168884902
188	1.97346922660515e-17	0.358753224642132	0.685	0.222	1.71901766249393e-15	0	chr17-2814321-2815311
189	2.41193663531412e-17	0.343998306155238	0.515	0.138	2.08983462115894e-15	0	chr17-19003923-19005129
190	2.53220750716209e-17	0.304785057307691	0.392	0.078	2.18249632301507e-15	0	chr2-96163702-96165009
191	2.59487242303074e-17	0.310416365380858	0.362	0.067	2.22479742406028e-15	0	chr7-8125652-8126446
192	2.74932420582845e-17	0.338009808940633	0.485	0.116	2.34494443722118e-15	0	chr8-144878099-144879387
193	2.80085834914304e-17	0.296991147439648	0.315	0.049	2.37652105313816e-15	0	chr11-12235830-12236763
194	2.85098103319577e-17	0.300010707876461	0.331	0.053	2.40658069070175e-15	0	chr4-82798192-82799104
195	2.94029171884869e-17	0.259277434575756	0.292	0.038	2.46924190707006e-15	0	chr16-27446746-27447115
196	2.99228986051864e-17	0.300826224754415	0.377	0.073	2.50008871203333e-15	0	chr19-543379-544585
197	3.61741790353246e-17	0.280081774355134	0.331	0.053	3.00704749178922e-15	0	chr3-8357016-8357890
198	3.74941318492118e-17	0.328654732076863	0.315	0.049	3.10102981395299e-15	0	chr19-1133475-1133900
199	3.8928721630484e-17	0.289059046527114	0.315	0.049	3.20350123327039e-15	0	chr17-82882629-82883092
200	3.94795572490869e-17	0.288891128009297	0.3	0.042	3.23258614755523e-15	0	chr14-89616901-89617216
201	4.34223487061612e-17	0.282267014228534	0.331	0.053	3.53773324583132e-15	0	chr1-185439619-185440584
202	4.42370211434366e-17	0.339940925851461	0.369	0.071	3.58626464477682e-15	0	chr12-12379846-12380511
203	5.29688391808544e-17	0.283390828602761	0.323	0.053	4.2729936474171e-15	0	chr17-78816995-78817582
204	5.64957262849955e-17	0.32602652981689	0.277	0.036	4.53516673354454e-15	0	chr16-57592692-57593156
205	5.89437144303252e-17	0.294474515621567	0.392	0.084	4.70859642688295e-15	0	chr2-112630874-112631406
206	6.43288416668221e-17	0.324390278488418	0.4	0.084	5.11383063658194e-15	0	chr6-107716583-107717120
207	7.57959679761952e-17	0.339112708938408	0.6	0.189	5.996303244339e-15	0	chr17-35312795-35313630
208	8.52267515635128e-17	0.324151085401696	0.354	0.064	6.70996770963503e-15	0	chr3-50503138-50503980
209	8.61995680901293e-17	0.387800444328209	0.515	0.144	6.75408673226774e-15	0	chr7-138752473-138753133
210	8.78717193152224e-17	0.277334976289647	0.538	0.144	6.85232035955277e-15	0	chr10-72260494-72261596
211	9.68025122492045e-17	0.348058273408312	0.515	0.144	7.51297602176765e-15	0	chr19-36604688-36606051
212	1.09198452287158e-16	0.33845434264257	0.538	0.153	8.43506535214387e-15	0	chr1-111215820-111216670
213	1.19111912833094e-16	0.323736503757413	0.3	0.044	9.15763701668895e-15	0	chr5-139389787-139390245
214	1.23065733609306e-16	0.268255354162796	0.338	0.06	9.41740398871961e-15	0	chr1-167517632-167518846
215	1.2647479190565e-16	0.354279280505034	0.392	0.087	9.63326135928803e-15	0	chrX-39854467-39855984
216	1.33917012754009e-16	0.264976734723924	0.308	0.049	1.01528935224984e-14	0	chr14-101823527-101824027
217	1.35536097242739e-16	0.343847172182083	0.469	0.124	1.02282909145027e-14	0	chr22-44667863-44668987
218	1.61439951215997e-16	0.337578650558023	0.346	0.064	1.21272506473081e-14	0	chr12-123075673-123076432
219	1.97432668845447e-16	0.300026665867192	0.592	0.176	1.4755994469797e-14	0	chr16-79600015-79601001
220	1.98236369281591e-16	0.352827475201434	0.446	0.109	1.4755994469797e-14	0	chr9-98101828-98102442
221	2.02695318496459e-16	0.309285882886367	0.454	0.109	1.50196313832489e-14	0	chr6-41935962-41936589
222	2.44343481184084e-16	0.267375355325306	0.423	0.098	1.80241839994169e-14	0	chr19-3812352-3812755
223	2.4582249856865e-16	0.288518606855793	0.3	0.049	1.80519696706736e-14	0	chr12-11981089-11981640
224	2.50520868189631e-16	0.301046544225526	0.331	0.058	1.83148648994348e-14	0	chr18-44725423-44726184
225	2.84868171649476e-16	0.309224446467537	0.308	0.051	2.07333385730303e-14	0	chr10-114541071-114541792
226	2.91667757153314e-16	0.329966123358064	0.438	0.113	2.1134297305941e-14	0	chr10-12448602-12449430
227	3.22144546281902e-16	0.311771982402848	0.446	0.109	2.32398197793499e-14	0	chr3-114290934-114291689
228	3.26773132864928e-16	0.309676224641023	0.331	0.06	2.3470336946474e-14	0	chr9-131668442-131669210
229	3.52695754874813e-16	0.30291810051786	0.3	0.049	2.52215968638862e-14	0	chr10-8054391-8054870
230	3.98798464483418e-16	0.317505485980184	0.4	0.093	2.83944506712194e-14	0	chr19-51441296-51442121
231	4.02497901329763e-16	0.354713457048053	0.331	0.06	2.85337906154814e-14	0	chr15-38652905-38653452
232	4.33661702638803e-16	0.263586082981893	0.338	0.06	3.06105346655734e-14	0	chr19-4059867-4060468
233	4.52454654249951e-16	0.262768993805694	0.3	0.047	3.17999889184429e-14	0	chr6-41333978-41334551
234	4.61130939769539e-16	0.322832869982622	0.469	0.122	3.21133500165593e-14	0	chr22-37121724-37122677
235	4.62105988163493e-16	0.317487446911692	0.362	0.073	3.21133500165593e-14	0	chr1-235998838-235999946
236	4.62796201997313e-16	0.273995591231218	0.292	0.047	3.21133500165593e-14	0	chr4-6200329-6201034
237	4.93288465186667e-16	0.316570916970601	0.277	0.04	3.40847759742484e-14	0	chr5-139458720-139459374
238	7.51397758957024e-16	0.290922466619565	0.277	0.04	5.17012172297488e-14	0	chr6-37517365-37517935
239	7.92605645735622e-16	0.309658712462914	0.285	0.042	5.43084102701529e-14	0	chr3-43477503-43478236
240	8.51845648296815e-16	0.228597725168048	0.346	0.062	5.8124268068786e-14	0	chrX-1657532-1657880
241	8.6329300676307e-16	0.319640075694379	0.354	0.071	5.86609389159836e-14	0	chr17-39238350-39239036
242	8.75528032529795e-16	0.281449590085746	0.308	0.051	5.92464754574708e-14	0	chr11-1888956-1889636
243	9.02486878527043e-16	0.30534402856036	0.369	0.078	6.08194449496249e-14	0	chr14-99229660-99231131
244	1.09148373331061e-15	0.323409384366442	0.385	0.089	7.32546623635024e-14	0	chr20-51541175-51541809
245	1.25769275397038e-15	0.314340662119354	0.3	0.049	8.34320268938983e-14	0	chr20-38874954-38876033
246	1.25830041372384e-15	0.27798662135286	0.669	0.222	8.34320268938983e-14	0	chr17-76515132-76516012
247	1.25840929670206e-15	0.34272760495702	0.315	0.058	8.34320268938983e-14	0	chr14-61342374-61343092
248	1.32759421678586e-15	0.268745714857301	0.346	0.069	8.76640439277629e-14	0	chr9-113516996-113517586
249	1.35781702827978e-15	0.31878244000845	0.392	0.087	8.92996452012438e-14	0	chr12-96241745-96242308
250	1.49924609208863e-15	0.336539502815977	0.392	0.093	9.82066160161736e-14	0	chr2-234291943-234292806
251	1.79682096412181e-15	0.302609046723493	0.415	0.098	1.17230040272744e-13	0	chr5-76715333-76716611
252	1.83319283889051e-15	0.30209243160057	0.408	0.098	1.18764767316074e-13	0	chr17-40540493-40541892
253	1.83484893325395e-15	0.316054640544521	0.269	0.04	1.18764767316074e-13	0	chrX-19747573-19748242
254	1.91953122011723e-15	0.314298431001994	0.492	0.138	1.23756863230865e-13	0	chr9-7976214-7976901
255	1.94001050061639e-15	0.291007302679644	0.415	0.1	1.24586713561153e-13	0	chr10-84333930-84334481
256	2.1830656517476e-15	0.244986413700848	0.538	0.164	1.39647980910229e-13	0	chr22-30435543-30436449
257	2.33574897955491e-15	0.261143436061339	0.269	0.038	1.48833561436541e-13	0	chr11-122843246-122844096
258	2.44957362881507e-15	0.337871575209041	0.4	0.096	1.5548146412975e-13	0	chr14-97458522-97459432
